sig_start,A,B,C,D,E,mSD
2013-05-31 00:01:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:02:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:03:25,ctrl,ctrl,depr,depr,ctrl,notSD
2013-05-31 00:04:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:05:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:06:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:07:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:08:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:09:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:10:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:11:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:12:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:13:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:14:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:15:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:16:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:17:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:18:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:19:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:20:25,ctrl,ctrl,ctrl,depr,ctrl,notSD
2013-05-31 00:21:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:22:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:23:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:24:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:25:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:26:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:27:25,ctrl,ctrl,ctrl,depr,ctrl,notSD
2013-05-31 00:28:25,ctrl,ctrl,ctrl,depr,ctrl,notSD
2013-05-31 00:29:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:30:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:31:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:32:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:33:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:34:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:35:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:36:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:37:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:38:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:39:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:40:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:41:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:42:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:43:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:44:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:45:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:46:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:47:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:48:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:49:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:50:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:51:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:52:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:53:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:54:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:55:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:56:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:57:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:58:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 00:59:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:00:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:01:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:02:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:03:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:04:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:05:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:06:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:07:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:08:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:09:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:10:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:11:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:12:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:13:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:14:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:15:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:16:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:17:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:18:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:19:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:20:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:21:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:22:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:23:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:24:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:25:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:26:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:27:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:28:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:29:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:30:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:31:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:32:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:33:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:34:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:35:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:36:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:37:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:38:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:39:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:40:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:41:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:42:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:43:25,ctrl,ctrl,ctrl,depr,depr,notSD
2013-05-31 01:44:25,ctrl,ctrl,ctrl,ctrl,depr,notSD
2013-05-31 01:45:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:46:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:47:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:48:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:49:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:50:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:51:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:52:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:53:25,ctrl,ctrl,ctrl,depr,ctrl,notSD
2013-05-31 01:54:25,ctrl,ctrl,depr,depr,ctrl,notSD
2013-05-31 01:55:25,ctrl,ctrl,depr,depr,ctrl,notSD
2013-05-31 01:56:25,ctrl,ctrl,depr,depr,ctrl,notSD
2013-05-31 01:57:25,ctrl,ctrl,depr,ctrl,ctrl,notSD
2013-05-31 01:58:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 01:59:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:00:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:01:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:02:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:03:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:04:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:05:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:06:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:07:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:08:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:09:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:10:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:11:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:12:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:13:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:14:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:15:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:16:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:17:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:18:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:19:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:20:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:21:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:22:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:23:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:24:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:25:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:26:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:27:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:28:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:29:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:30:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:31:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:32:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:33:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:34:25,depr,ctrl,ctrl,depr,ctrl,notSD
2013-05-31 02:35:25,ctrl,ctrl,ctrl,depr,ctrl,notSD
2013-05-31 02:36:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:37:25,depr,ctrl,ctrl,depr,depr,notSD
2013-05-31 02:38:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:39:25,depr,ctrl,ctrl,depr,ctrl,notSD
2013-05-31 02:40:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:41:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:42:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:43:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:44:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:45:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:46:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:47:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:48:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:49:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:50:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:51:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:52:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:53:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:54:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:55:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:56:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:57:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 02:58:25,ctrl,ctrl,ctrl,ctrl,depr,notSD
2013-05-31 02:59:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:00:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:01:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:02:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:03:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:04:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:05:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:06:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:07:25,ctrl,ctrl,ctrl,ctrl,depr,notSD
2013-05-31 03:08:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:09:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:10:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:11:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:12:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:13:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:14:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:15:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:16:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:17:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:18:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:19:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:20:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:21:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:22:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:23:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:24:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:25:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:26:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:27:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:28:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:29:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:30:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:31:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:32:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:33:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:34:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:35:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:36:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:37:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:38:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:39:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:40:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:41:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:42:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:43:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:44:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:45:25,ctrl,depr,ctrl,ctrl,ctrl,notSD
2013-05-31 03:46:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:47:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:48:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:49:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:50:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:51:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:52:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:53:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:54:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:55:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:56:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:57:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:58:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 03:59:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:00:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:01:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:02:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:03:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:04:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:05:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:06:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:07:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:08:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:09:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:10:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:11:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:12:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:13:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:14:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:15:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:16:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:17:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:18:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:19:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:20:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:21:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:22:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:23:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:24:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:25:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:26:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:27:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:28:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:29:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:30:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:31:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:32:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:33:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:34:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:35:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:36:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:37:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:38:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:39:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:40:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:41:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:42:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:43:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:44:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:45:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:46:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:47:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:48:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:49:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:50:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:51:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:52:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:53:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:54:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:55:25,ctrl,ctrl,ctrl,ctrl,depr,notSD
2013-05-31 04:56:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:57:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:58:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 04:59:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:00:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:01:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:02:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:03:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:04:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:05:25,depr,depr,ctrl,ctrl,ctrl,notSD
2013-05-31 05:06:25,ctrl,depr,ctrl,ctrl,ctrl,notSD
2013-05-31 05:07:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:08:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:09:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:10:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:11:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:12:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:13:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:14:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:15:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:16:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:17:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:18:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:19:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:20:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:21:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:22:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:23:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:24:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:25:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:26:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:27:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:28:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:29:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:30:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:31:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:32:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:33:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 05:34:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
