sig_start,A,B,C,D,E,mSD
2013-05-31 11:11:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:12:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:13:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:14:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:15:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:16:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:17:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:18:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:19:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:20:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:21:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:22:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:23:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:24:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:25:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:26:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:27:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:28:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:29:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:30:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:31:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:32:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:33:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:34:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:35:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:36:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:37:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:38:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:39:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:40:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:41:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:42:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:43:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:44:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:45:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:46:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:47:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:48:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:49:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:50:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:51:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:52:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:53:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:54:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:55:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:56:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:57:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:58:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 11:59:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:00:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:01:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:02:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:03:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:04:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:05:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:06:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:07:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:08:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:09:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:10:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:11:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:12:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:13:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:14:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:15:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:16:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:17:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:18:25,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:19:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:20:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:21:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:22:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:23:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:24:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:25:25,ctrl,ctrl,ctrl,depr,ctrl,notSD
2013-05-31 12:26:25,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 12:27:25,depr,depr,ctrl,ctrl,ctrl,notSD
2013-05-31 15:07:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:08:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:09:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:10:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:11:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:12:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:13:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:14:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:15:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:16:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:17:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:18:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:19:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:20:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:21:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:22:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:23:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:24:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:25:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:26:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:27:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:28:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:29:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:30:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:31:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:32:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:33:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:34:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:35:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:36:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:37:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:38:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:39:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:40:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:41:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:42:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:43:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:44:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:45:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:46:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:47:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:48:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:49:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:50:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:51:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:52:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:53:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:54:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:55:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:56:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:57:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:58:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 15:59:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:00:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:01:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:02:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:03:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:04:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:05:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:06:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:07:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:08:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:09:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:10:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:11:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:12:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:13:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:14:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:15:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:16:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:17:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:18:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:19:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:20:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:21:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:22:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:23:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:24:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:25:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:26:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:27:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:28:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:29:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:30:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:31:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:32:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:33:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:34:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:35:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:36:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:37:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:38:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:39:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:40:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:41:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:42:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:43:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:44:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:45:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:46:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:47:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:48:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:49:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:50:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:51:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:52:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:53:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:54:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:55:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:56:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:57:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 16:58:24,ctrl,ctrl,ctrl,ctrl,depr,notSD
2013-05-31 16:59:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:00:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:01:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:02:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:03:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:04:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:05:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:06:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:07:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:08:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:09:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:10:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:11:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:12:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:13:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:14:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:15:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:16:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:17:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:18:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:19:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:20:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:21:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:22:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:23:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:24:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:25:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:26:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:27:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:28:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:29:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:30:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:31:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:32:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:33:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:34:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:35:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:36:24,depr,ctrl,ctrl,depr,ctrl,notSD
2013-05-31 17:37:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:38:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:39:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:40:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:41:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:42:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:43:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:44:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:45:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:46:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:47:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:48:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:49:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:50:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:51:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:52:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:53:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:54:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:55:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:56:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:57:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:58:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 17:59:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:00:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:01:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:02:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:03:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:04:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:05:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:06:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:07:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:08:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:09:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:10:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:11:24,ctrl,ctrl,depr,ctrl,ctrl,notSD
2013-05-31 18:12:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:13:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:14:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:15:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:16:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:17:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:18:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:19:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:20:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:21:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:22:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:23:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:24:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:25:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:26:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:27:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:28:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:29:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:30:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:31:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:32:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:33:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:34:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:35:24,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:36:24,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:37:24,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:38:24,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:39:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:40:24,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:41:24,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:42:24,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:43:24,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:44:24,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:45:24,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:46:24,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:47:24,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:48:24,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:49:24,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:50:24,depr,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:51:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:52:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:53:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:54:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:55:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:56:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:57:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:58:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 18:59:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:00:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:01:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:02:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:03:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:04:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:05:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:06:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:07:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:08:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:09:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:10:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:11:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:12:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:13:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:14:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:15:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:16:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:17:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:18:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:19:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
2013-05-31 19:20:24,ctrl,ctrl,ctrl,ctrl,ctrl,notSD
